psalm,verse_number,text,compound_sentiment,clean_text,cluster,cluster_label
18,21,"For I have kept the ways of the Lord, and have not wickedly departed from my God.",0.5653,kept ways lord wickedly departed god,4,Victory and Power
18,22,"For all his ordinances were before me, and his statutes I did not put away from me.",0.0,ordinances statutes put away,3,Judgment & Righteousness
18,23,"I was blameless before him, and I kept myself from guilt.",-0.1027,blameless kept guilt,3,Judgment & Righteousness
18,24,"Therefore the Lord has recompensed me according to my righteousness, according to the cleanness of my hands in his sight.",0.0,therefore lord recompensed according righteousness according cleanness hands sight,3,Judgment & Righteousness
18,25,With the loyal you show yourself loyal; with the blameless you show yourself blameless;,0.8225,loyal show loyal blameless show blameless,3,Judgment & Righteousness
18,26,with the pure you show yourself pure; and with the crooked you show yourself perverse.,-0.4215,pure show pure crooked show perverse,3,Judgment & Righteousness
18,27,"For you deliver a humble people, but the haughty eyes you bring down.",0.0,deliver humble people haughty eyes bring,3,Judgment & Righteousness
18,28,"It is you who light my lamp; the Lord, my God, lights up my darkness.",0.0258,light lamp lord god lights darkness,4,Victory and Power
18,29,"By you I can crush a troop, and by my God I can leap over a wall.",0.128,crush troop god leap wall,1,Poetic Metaphors
18,30,This God—his way is perfect; the promise of the Lord proves true; he is a shield for all who take refuge in him.,0.8316,way perfect promise lord proves true shield take refuge,4,Victory and Power
18,31,For who is God except the Lord? And who is a rock besides our God?—,0.3527,god except lord rock besides god,4,Victory and Power
18,32,"the God who girded me with strength, and made my way safe.",0.802,god girded strength made way safe,3,Judgment & Righteousness
18,33,"He made my feet like the feet of a deer, and set me secure on the heights.",0.5994,made feet like feet deer set secure heights,1,Poetic Metaphors
18,34,"He trains my hands for war, so that my arms can bend a bow of bronze.",-0.5994,trains hands war arms bend bow bronze,1,Poetic Metaphors
18,35,"You have given me the shield of your salvation, and your right hand has supported me; your help has made me great.",0.9062,given shield salvation right hand supported help made great,1,Poetic Metaphors
18,36,"You gave me a wide place for my steps under me, and my feet did not slip.",0.0,gave wide place steps feet slip,1,Poetic Metaphors
18,37,I pursued my enemies and overtook them; and did not turn back until they were consumed.,-0.4939,pursued enemies overtook turn back consumed,1,Poetic Metaphors
18,38,"I struck them down, so that they were not able to rise; they fell under my feet.",-0.25,struck able rise fell feet,1,Poetic Metaphors
18,39,For you girded me with strength for the battle; you made my assailants sink under me.,0.1531,girded strength battle made assailants sink,1,Poetic Metaphors
18,40,"You made my enemies turn their backs to me, and those who hated me I destroyed.",-0.8957,made enemies turn backs hated destroyed,3,Judgment & Righteousness
18,41,"They cried for help, but there was no one to save them; they cried to the Lord, but he did not answer them.",-0.2144,cried help one save cried lord answer,4,Victory and Power
18,42,"I beat them fine, like dust before the wind; I cast them out like the mire of the streets.",0.7003,beat fine like dust wind cast like mire streets,1,Poetic Metaphors
18,43,You delivered me from strife with the peoples; you made me head of the nations; people whom I had not known served me.,0.0,delivered strife peoples made head nations people known served,2,Protection and Authority
18,44,As soon as they heard of me they obeyed me; foreigners came cringing to me.,0.0,soon heard obeyed foreigners came cringing,3,Judgment & Righteousness
18,45,"Foreigners lost heart, and came trembling out of their strongholds.",0.34,foreigners lost heart came trembling strongholds,1,Poetic Metaphors
18,46,"The Lord lives! Blessed be my rock, and exalted be the God of my salvation,",0.7424,lord lives blessed rock exalted god salvation,4,Victory and Power
18,47,the God who gave me vengeance and subdued peoples under me;,0.2732,god gave vengeance subdued peoples,3,Judgment & Righteousness
18,48,"who delivered me from my enemies; indeed, you exalted me above my adversaries; you delivered me from the violent.",-0.8442,delivered enemies indeed exalted adversaries delivered violent,3,Judgment & Righteousness
18,49,"For this I will extol you, O Lord, among the nations, and sing praises to your name.",0.5267,extol lord among nations sing praises name,4,Victory and Power
18,50,"Great triumphs he gives to his king, and shows steadfast love to his anointed, to David and his descendants forever.",0.9231,great triumphs gives king shows steadfast love anointed david descendants forever,2,Protection and Authority
19,1,The heavens are telling the glory of God; and the firmament proclaims his handiwork.,0.8074,heavens telling glory god firmament proclaims handiwork,4,Victory and Power
19,2,"Day to day pours forth speech, and night to night declares knowledge.",0.0,day day pours forth speech night night declares knowledge,1,Poetic Metaphors
19,3,"There is no speech, nor are there words; their voice is not heard;",-0.296,speech words voice heard,1,Poetic Metaphors
19,4,"yet their voice goes out through all the earth, and their words to the end of the world. In the heavens he has set a tent for the sun,",0.4019,yet voice goes earth words end world heavens set tent sun,4,Victory and Power
19,5,"which comes out like a bridegroom from his wedding canopy, and like a strong man runs its course with joy.",0.9022,comes like bridegroom wedding canopy like strong man runs course joy,1,Poetic Metaphors
19,6,"Its rising is from the end of the heavens, and its circuit to the end of them; and nothing is hid from its heat.",0.4581,rising end heavens circuit end nothing hid heat,1,Poetic Metaphors
19,7,"The law of the Lord is perfect, reviving the soul; the decrees of the Lord are sure, making wise the simple;",0.8442,law lord perfect reviving soul decrees lord sure making wise simple,3,Judgment & Righteousness
19,8,"the precepts of the Lord are right, rejoicing the heart; the commandment of the Lord is clear, enlightening the eyes;",0.9313,precepts lord right rejoicing heart commandment lord clear enlightening eyes,4,Victory and Power
19,9,"the fear of the Lord is pure, enduring forever; the ordinances of the Lord are true and righteous altogether.",-0.1027,fear lord pure enduring forever ordinances lord true righteous altogether,4,Victory and Power
19,10,"More to be desired are they than gold, even much fine gold; sweeter also than honey, and drippings of the honeycomb.",0.4877,desired gold even much fine gold sweeter also honey drippings honeycomb,1,Poetic Metaphors
19,11,Moreover by them is your servant warned; in keeping them there is great reward.,0.7717,moreover servant warned keeping great reward,3,Judgment & Righteousness
19,12,But who can detect their errors? Clear me from hidden faults.,-0.5927,detect errors clear hidden faults,1,Poetic Metaphors
19,13,"Keep back your servant also from the insolent; do not let them have dominion over me. Then I shall be blameless, and innocent of great transgression.",0.802,keep back servant also insolent let dominion shall blameless innocent great transgression,3,Judgment & Righteousness
19,14,"Let the words of my mouth and the meditation of my heart be acceptable to you, O Lord, my rock and my redeemer.",0.7579,let words mouth meditation heart acceptable lord rock redeemer,0,Hopefulness
20,1,The Lord answer you in the day of trouble! The name of the God of Jacob protect you!,0.3786,lord answer day trouble name god jacob protect,4,Victory and Power
20,2,"May he send you help from the sanctuary, and give you support from Zion.",0.6597,may send help sanctuary give support zion,2,Protection and Authority
20,3,"May he remember all your offerings, and regard with favor your burnt sacrifices.Selah",0.4019,may remember offerings regard favor burnt,1,Poetic Metaphors
20,4,"May he grant you your heart’s desire, and fulfill all your plans.",0.7964,may grant heart desire fulfill plans,0,Hopefulness
20,5,"May we shout for joy over your victory, and in the name of our God set up our banners. May the Lord fulfill all your petitions.",0.8316,may shout joy victory name god set banners may lord fulfill petitions,4,Victory and Power
20,6,Now I know that the Lord will help his anointed; he will answer him from his holy heaven with mighty victories by his right hand.,0.8481,know lord help anointed answer holy heaven mighty victories right hand,4,Victory and Power
20,7,"Some take pride in chariots, and some in horses, but our pride is in the name of the Lord our God.",0.7543,take pride chariots horses pride name lord god,4,Victory and Power
20,8,"They will collapse and fall, but we shall rise and stand upright.",-0.2732,collapse fall shall rise stand upright,1,Poetic Metaphors
20,9,"Give victory to the king, O Lord; answer us when we call.",0.0,give victory king lord answer us call,4,Victory and Power
